,tweetid,tweet,lan_tag,ftid,sentiment
571,1134047139540029440,RT @KB_KrishnaBeura Thanks to all my fans & well wishers for loving & appreciating Aap Ki Kashish from Aashiq Banaya Aapne Full Vide…,RT\Eng @\O KB\Eng _\O KrishnaBeura\Eng Thanks\Eng to\Eng all\Eng my\Eng fans\Eng &\O well\Eng wishers\Eng for\Eng loving\Eng &\O appreciating\Eng Aap\Eng Ki\Hin Kashish\Hin from\Hin Aashiq\Hin Banaya\Hin Aapne\Hin Full\Hin Vide\Hin …\O ,2881,positive
572,1135164610284216320,Gali me kutte kam Snapchat per kutte jyada hai #snapchatfilter #dog #funny #say,Gali\Hin me\Hin kutte\Hin kam\Hin Snapchat\Eng per\Eng kutte\Hin jyada\Hin hai\Eng #\O snapchatfilter\Eng #\O dog\Eng #\O funny\Eng #\O say\Eng ,2884,neutral
573,1133648217051226112,Oye @BBhuttoZardari Barat lekay NAB nahi jatay. Darta kyun hai? Dar k agay jeet hai. Dekhi nahi #DewKiGaari kal nik… https//t.co/q4ZYA0bCtL,Oye\Hin @\O BBhuttoZardari\Eng Barat\Hin lekay\Hin NAB\Hin nahi\Hin jatay\Hin .\O Darta\Hin kyun\Hin hai\Hin ?\O Dar\Eng k\Hin agay\Hin jeet\Hin hai\Hin .\O Dekhi\Hin nahi\Hin #\O DewKiGaari\Hin kal\Hin nik\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O q4ZYA0bCtL\Hin ,2887,positive
574,1134898104690454528,@zartajgulwazir  any iota of shame ? Baishak Allah ki Lathi be awaaz hai https//t.co/No8aUMVb3w,@\O zartajgulwazir\Hin any\Hin iota\Eng of\Eng shame\Eng ?\O Baishak\Hin Allah\Hin ki\Hin Lathi\Hin be\Hin awaaz\Hin hai\Hin https\Eng //\O t\Eng .\O co\Eng /\O No8aUMVb3w\Eng ,2889,neutral
575,1133347090229125126,#Askstars Can india replace vijay sankar in place of ajinkya rahane because ajinkya rahane is well known of england pitches,#\O Askstars\Eng Can\Eng india\Eng replace\Eng vijay\Eng sankar\Hin in\Eng place\Eng of\Eng ajinkya\Hin rahane\Hin because\Hin ajinkya\Hin rahane\Hin is\Eng well\Eng known\Eng of\Eng england\Eng pitches\Eng ,2895,neutral
576,1134608719436640256,@ysjagan @actor_Nikhil Hearty congratulations to ysjagan Mohan reddy sir and eagerly waiting to see the future of n… https//t.co/Rh5eiRxvUW,@\O ysjagan\Hin @\O actor\Eng _\O Nikhil\Eng Hearty\Eng congratulations\Eng to\Eng ysjagan\Hin Mohan\Hin reddy\Eng sir\Eng and\Eng eagerly\Eng waiting\Eng to\Eng see\Eng the\Eng future\Eng of\Eng n\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O Rh5eiRxvUW\Eng ,2896,neutral
577,1133087323212664832,Is soch ke sath aoge to phele semester ke bad hi nikal deinge tmhain ) https//t.co/YnLktgR8Ny,Is\Hin soch\Hin ke\Hin sath\Hin aoge\Hin to\Hin phele\Hin semester\Eng ke\Hin bad\Hin hi\Hin nikal\Hin deinge\Hin tmhain\Eng )\O https\Eng //\O t\Eng .\O co\Eng /\O YnLktgR8Ny\Eng ,2904,neutral
578,1133977026652717056,Bhai gave up India captaincy to become a world captain     😂😂     Ab jeet aana varna iske memes banenge     #IndvsBan… https//t    co/mbIpctHdQw,Bhai\Hin gave\Eng up\Eng India\Eng captaincy\Eng to\Eng become\Eng a\Eng world\Eng captain\Eng 😂😂\O Ab\Hin jeet\Hin aana\Hin varna\Hin iske\Hin memes\Eng banenge\Hin #\O IndvsBan\Eng …\O https\Eng //\O t\Eng co\Hin /\O mbIpctHdQw\Hin ,2908,neutral
579,1134592953769439233,Happy birthday in advance @NayyabHoonMain 😍😍😍😍 Just 5 days left 💃💃💃💃 Khush rhy........ #HBD_Nayab https//t.co/bq8fduK9j5,Happy\Hin birthday\Hin in\Eng advance\Hin @\O NayyabHoonMain\Hin 😍😍😍😍\O Just\Hin 5\O days\Eng left\Eng 💃💃💃💃\O Khush\Eng rhy\Hin ........\O #\O HBD\Hin _\O Nayab\Eng https\Eng //\O t\Eng .\O co\Eng /\O bq8fduK9j5\Eng ,2910,positive
580,1135473045152206848,I swear ab koi BJP bhakt aake mere aage bjp ki raag gaaega to sun lega mujhse!! Why the hell is the party silent on… https//t.co/5jry1AzZj2,I\Eng swear\Eng ab\Hin koi\Hin BJP\Eng bhakt\Hin aake\Hin mere\Hin aage\Hin bjp\Hin ki\Hin raag\Hin gaaega\Hin to\Hin sun\Hin lega\Hin mujhse\Hin !!\O Why\Hin the\Eng hell\Eng is\Eng the\Eng party\Eng silent\Eng on\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O 5jry1AzZj2\Hin ,2912,negative
581,1131891513275797505,@sambitswaraj No Problem Jeetenge jarur jeetenge but you fight awesome.,@\O sambitswaraj\Eng No\Hin Problem\Hin Jeetenge\Hin jarur\Hin jeetenge\Hin but\Hin you\Eng fight\Eng awesome\Eng .\O ,2913,positive
582,1130857578546597888,EVM ke saath chedchaad nahi ki jaa sakti hai chutiyo Bohot jyada strict procedure hai saara Bachcho ki tarah pahl… https//tco/HUxLobdrEe,EVM\Eng ke\Hin saath\Hin chedchaad\Hin nahi\Hin ki\Hin jaa\Hin sakti\Hin hai\Hin chutiyo\Hin Bohot\Hin jyada\Hin strict\Eng procedure\Eng hai\Hin saara\Hin Bachcho\Hin ki\Hin tarah\Hin pahl\Eng …\O https\Eng //\O tco\Eng /\O HUxLobdrEe\Hin ,2922,negative
583,1132612261309243393,@Kamalp68070 @ShilpiSinghINC Haha ye ab jindagi bhar aise hi tadpte bilakhte rhege kuki congress to bubara nhi aayegi 🤣🤣,@\O Kamalp68070\Eng @\O ShilpiSinghINC\Eng Haha\Hin ye\Hin ab\Hin jindagi\Hin bhar\Hin aise\Hin hi\Hin tadpte\Hin bilakhte\Hin rhege\Hin kuki\Hin congress\Eng to\Eng bubara\Hin nhi\Hin aayegi\Hin 🤣🤣\O ,2935,positive
584,1134507104083955712,@LilSam06727957 @SpursOfficial Tumhare iss comment ki koi credibility nahi hai !! #ayeshivani #WorldNoTobaccoDay,@\O LilSam06727957\Eng @\O SpursOfficial\Eng Tumhare\Hin iss\Hin comment\Eng ki\Hin koi\Eng credibility\Eng nahi\Hin hai\Hin !!\O #\O ayeshivani\Hin #\O WorldNoTobaccoDay\Eng ,2936,positive
585,1134478785229729797,@SushantBSinha That's the difference b/w khud ka dimag se bolna aur dusare k boli ko repeat karke bolna😊,@\O SushantBSinha\Eng That's\Eng the\Eng difference\Eng b\Eng /\O w\Hin khud\Hin ka\Hin dimag\Hin se\Hin bolna\Hin aur\Hin dusare\Hin k\Hin boli\Hin ko\Hin repeat\Hin karke\Hin bolna\Hin 😊\EMT ,2946,neutral
586,1133854162079428609,RT @NishATQaseem I feel With every passing day Kashaf Murtaza's philosophy of life is getting more relatable Zindagi me har dariya khu…,RT\Eng @\O NishATQaseem\Hin I\Hin feel\Hin With\Eng every\Eng passing\Eng day\Eng Kashaf\Eng Murtaza's\Eng philosophy\Eng of\Eng life\Eng is\Eng getting\Eng more\Eng relatable\Eng Zindagi\Hin me\Hin har\Hin dariya\Hin khu\Hin …\O ,2960,neutral
587,1130872177874620416,RT @SadearH This is what #MenENDFGM means! I love the passion of these gentlemen @kipainoi @TonyMwebia @EliasMuindi @PCKemei Always commi…,RT\Hin @\O SadearH\Hin This\Hin is\Eng what\Eng #\O MenENDFGM\Eng means\Eng !\O I\Eng love\Hin the\Eng passion\Eng of\Eng these\Eng gentlemen\Eng @\O kipainoi\Hin @\O TonyMwebia\Eng @\O EliasMuindi\Eng @\O PCKemei\Eng Always\Eng commi\Eng …\O ,2964,positive
588,1134034923755466757,@pankhuripathak @INCIndia Good Very very Good Mam ye chatu Anchors chatu Media 5 saal ye sirf or sirf Hindu Musl… https//t    co/wetVRJmyT5,@\O pankhuripathak\Hin @\O INCIndia\Hin Good\Eng Very\Hin very\Hin Good\Hin Mam\Hin ye\Hin chatu\Hin Anchors\Eng chatu\Eng Media\Hin 5\O saal\Hin ye\Hin sirf\Hin or\Hin sirf\Hin Hindu\Hin Musl\Hin …\O https\Eng //\O t\Eng co\Hin /\O wetVRJmyT5\Eng ,2973,positive
589,1132704642167705603,@AMIT_GUJJU In ko aadat hai paki pakai huyee khane ki     Last time Anna se pakwa ke Jo roti lee         is baar soch rahe t… https//t    co/bbBCtlSjb5,@\O AMIT\Hin _\O GUJJU\Hin In\Hin ko\Hin aadat\Hin hai\Hin paki\Hin pakai\Hin huyee\Hin khane\Hin ki\Hin Last\Hin time\Eng Anna\Eng se\Hin pakwa\Hin ke\Hin Jo\Hin roti\Hin lee\Hin is\Hin baar\Hin soch\Hin rahe\Hin t\Eng …\O https\Eng //\O t\Eng co\Eng /\O bbBCtlSjb5\Eng ,2975,neutral
590,1133274718960738305,@myogiadityanath @narendramodi Maan niye yogi ji maharaj ji sadar charan spersh.maharaj ji kripa karke aap hamare m… https//t.co/EvX4GnGGtw,@\O myogiadityanath\Hin @\O narendramodi\Hin Maan\Hin niye\Hin yogi\Hin ji\Hin maharaj\Hin ji\Hin sadar\Hin charan\Eng spersh\Eng .\O maharaj\Hin ji\Hin kripa\Hin karke\Hin aap\Hin hamare\Hin m\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O EvX4GnGGtw\Eng ,2976,neutral
591,1131758061545123841,@oomasrk @shivkmishr @Bunibroto @mahanta_h @AlphaMaximus9 @BharatPronam @sanjays06480699 @From_Himalaya @the__ufo absolutely. real HEROES,@\O oomasrk\Hin @\O shivkmishr\Hin @\O Bunibroto\Hin @\O mahanta\Hin _\O h\Eng @\O AlphaMaximus9\Eng @\O BharatPronam\Eng @\O sanjays06480699\Eng @\O From\Eng _\O Himalaya\Eng @\O the\Eng __\O ufo\Eng absolutely\Eng .\O real\Eng HEROES\Eng ,2977,positive
592,1133229421270192128,@ndtv No one jobless            only congresi and Rahul Gandhi is job less            all are doing there job        koi bhukha nahi sota a… https//t    co/x2ESgb5Vjk,@\O ndtv\Eng No\Eng one\Eng jobless\Eng only\Eng congresi\Eng and\Eng Rahul\Eng Gandhi\Eng is\Eng job\Eng less\Eng all\Eng are\Eng doing\Eng there\Eng job\Eng koi\Hin bhukha\Hin nahi\Hin sota\Hin a\Eng …\O https\Eng //\O t\Eng co\Eng /\O x2ESgb5Vjk\Eng ,2978,neutral
593,1133452011666640901,@iqrarulhassan Happy birthday brother Ajj Apki Brithday Pr Mujhy Fallow Back chahia Khush Rahain Hamesha Pakistan k… https//t.co/FL9PDv2cpi,@\O iqrarulhassan\Hin Happy\Hin birthday\Eng brother\Hin Ajj\Hin Apki\Hin Brithday\Hin Pr\Hin Mujhy\Hin Fallow\Eng Back\Eng chahia\Hin Khush\Hin Rahain\Hin Hamesha\Hin Pakistan\Eng k\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O FL9PDv2cpi\Eng ,2981,neutral
594,1133215115749146624,RT @sitecore_ashish “chacha vidhayak hai hamare” by zaker khan @Zakirism Man what a good acting #simplicity #real #talent #hiddengems lov…,RT\Eng @\O sitecore\Eng _\O ashish\Hin “\O chacha\Hin vidhayak\Hin hai\Hin hamare\Hin ”\O by\Hin zaker\Eng khan\Hin @\O Zakirism\Eng Man\Eng what\Eng a\Eng good\Eng acting\Eng #\O simplicity\Eng #\O real\Eng #\O talent\Eng #\O hiddengems\Eng lov\Eng …\O ,2982,positive
595,1133918029585166336,RT @JaikishanIam @Poonam12206295 Kismat ma bahut kuchh ha dhudna padega,RT\Eng @\O JaikishanIam\Eng @\O Poonam12206295\Eng Kismat\Eng ma\Hin bahut\Hin kuchh\Hin ha\Hin dhudna\Hin padega\Hin ,2987,positive
596,1134031957627588608,RT @CoffeeNChirps My mom just called SpongeBob Wo Dhokla My life will never be the same again!,RT\Eng @\O CoffeeNChirps\Eng My\Hin mom\Eng just\Eng called\Eng SpongeBob\Eng Wo\Hin Dhokla\Hin My\Hin life\Eng will\Eng never\Eng be\Eng the\Eng same\Eng again\Eng !\O ,2993,neutral
597,1133968847457808384,@SarcasticGupta no issue bhai         ye toh normal h         aate h sbke mind me same,@\O SarcasticGupta\Eng no\Eng issue\Hin bhai\Hin ye\Hin toh\Hin normal\Eng h\Hin aate\Hin h\Hin sbke\Hin mind\Hin me\Hin same\Eng ,2994,neutral
598,1133594929895055361,RT @ifn Ramadan Special! Chef Ajinkya shows how to cook rice perfectly to make your Biryani the highlight of your Iftar menu. #Ramzan #Ram…,RT\Eng @\O ifn\Hin Ramadan\Eng Special\Eng !\O Chef\Eng Ajinkya\Hin shows\Eng how\Eng to\Eng cook\Eng rice\Eng perfectly\Eng to\Eng make\Eng your\Hin Biryani\Hin the\Eng highlight\Eng of\Eng your\Hin Iftar\Hin menu\Hin .\O #\O Ramzan\Hin #\O Ram\Eng …\O ,2995,neutral
599,1135460912314241024,@RI_William wHO 😠 kfc ne tok? rah unaco ka rah diy?,@\O RI\Eng _\O William\Hin wHO\Hin 😠\EMT kfc\Hin ne\Hin tok\Hin ?\O rah\Hin unaco\Eng ka\Hin rah\Eng diy\Eng ?\O ,3006,neutral
600,1132925174691565568,@GulfOilIndia @hardikpandya7 Jhoomega Team India Ka Har Ek Fan Jab Boundaries Maarega Humaara Hardik bhai  🇮🇳🏏🏆💙 #CheerWithPride,@\O GulfOilIndia\Eng @\O hardikpandya7\Eng Jhoomega\Hin Team\Eng India\Eng Ka\Hin Har\Hin Ek\Hin Fan\Hin Jab\Hin Boundaries\Hin Maarega\Hin Humaara\Hin Hardik\Hin bhai\Eng 🇮🇳🏏🏆💙\O #\O CheerWithPride\Eng ,3007,positive
601,1134031539543707648,RT @chashmish_Ed With every passing day we are losinh essence of life    I mean how we used to send eid cards with eidi to friends and then c…,RT\Eng @\O chashmish\Hin _\O Ed\Hin With\Eng every\Eng passing\Eng day\Eng we\Eng are\Eng losinh\Eng essence\Eng of\Eng life\Eng I\Hin mean\Eng how\Eng we\Eng used\Eng to\Eng send\Eng eid\Eng cards\Eng with\Eng eidi\Eng to\Eng friends\Eng and\Eng then\Eng c\Eng …\O ,3012,positive
602,1133727581994307585,@sunilbansalbjp Yah MP Modi ji aur Yogi ji ke karan jeete hain.2014 ke bad in longon ne aapne chetra ko nahi dekha.… https//t.co/k5zxhnZIJ4,@\O sunilbansalbjp\Hin Yah\Hin MP\Eng Modi\Eng ji\Hin aur\Hin Yogi\Hin ji\Hin ke\Hin karan\Hin jeete\Hin hain\Hin .\O 2014\O ke\Hin bad\Hin in\Eng longon\Eng ne\Hin aapne\Hin chetra\Hin ko\Hin nahi\Hin dekha\Hin .…\O https\Eng //\O t\Eng .\O co\Eng /\O k5zxhnZIJ4\Eng ,3018,negative
603,1134985863807393792,@PrakashJavdekar @moefcc @PIBHindi @MIB_Hindi @SuPriyoBabul Sir 1st of all Congratulations .Sir aap s ek request h.… https//t.co/YN6AInBLtz,@\O PrakashJavdekar\Eng @\O moefcc\Eng @\O PIBHindi\Hin @\O MIB\Hin _\O Hindi\Hin @\O SuPriyoBabul\Hin Sir\Eng 1st\Eng of\Eng all\Eng Congratulations\Eng .\O Sir\Eng aap\Hin s\Hin ek\Eng request\Hin h\Eng .…\O https\Eng //\O t\Eng .\O co\Eng /\O YN6AInBLtz\Eng ,3020,neutral
604,1134492270147846146,@News18India @sambitswaraj @nehapant19 Aaj phir media nai apni okad dikha di only bjp spoke parson ki baat suna kar,@\O News18India\Eng @\O sambitswaraj\Eng @\O nehapant19\Eng Aaj\Hin phir\Hin media\Hin nai\Hin apni\Hin okad\Hin dikha\Hin di\Hin only\Hin bjp\Hin spoke\Eng parson\Hin ki\Hin baat\Hin suna\Hin kar\Hin ,3021,neutral
605,1130872411048431616,RT @muglikar_ Waah @RahulGandhi ji Aapke dost log https//tco/G2XQg8YSAC,RT\Eng @\O muglikar\Hin _\O Waah\Hin @\O RahulGandhi\Hin ji\Hin Aapke\Hin dost\Hin log\Eng https\Eng //\O tco\Eng /\O G2XQg8YSAC\Eng ,3022,neutral
606,1132229690305982466,@KPYadavBJP aapko jeet ki bahut bahut badhaie sir apne wo abhed kila thoda hai jisase aaj ek sachha Hindustani hi… https//t    co/yUzQqzXIdo,@\O KPYadavBJP\Hin aapko\Hin jeet\Hin ki\Hin bahut\Hin bahut\Hin badhaie\Hin sir\Hin apne\Hin wo\Hin abhed\Hin kila\Hin thoda\Hin hai\Hin jisase\Hin aaj\Hin ek\Hin sachha\Hin Hindustani\Hin hi\Eng …\O https\Eng //\O t\Eng co\Eng /\O yUzQqzXIdo\Hin ,3023,positive
607,1132890293735268352,Hai Ye Tadpan Hai Ye Uljhan😴 Kaise Jee Loon Bina Tere🤷🏻‍♂️ Meri Ab Sabse Hai Anban😑 Bante Kyun Ye Khuda Mere.… https//t.co/vYHy5ukIgx,Hai\Hin Ye\Hin Tadpan\Hin Hai\Hin Ye\Hin Uljhan\Hin 😴\O Kaise\Hin Jee\Hin Loon\Hin Bina\Hin Tere\Hin 🤷🏻‍♂️\O Meri\Hin Ab\Hin Sabse\Hin Hai\Hin Anban\Hin 😑\EMT Bante\Hin Kyun\Hin Ye\Hin Khuda\Hin Mere\Hin .…\O https\Eng //\O t\Eng .\O co\Eng /\O vYHy5ukIgx\Eng ,3024,neutral
608,1133877328067596288,@Ghummans Kuch bachy maa sy qabo nahi aty jab to bap ka chittar kam ata hy or ye aakhri option hy maa ki bat sun'na… https//t    co/fSFLOtJ9lc,@\O Ghummans\Hin Kuch\Hin bachy\Hin maa\Hin sy\Hin qabo\Hin nahi\Hin aty\Hin jab\Hin to\Hin bap\Hin ka\Hin chittar\Hin kam\Hin ata\Eng hy\Eng or\Eng ye\Hin aakhri\Hin option\Eng hy\Eng maa\Hin ki\Hin bat\Hin sun'na\Eng …\O https\Eng //\O t\Eng co\Eng /\O fSFLOtJ9lc\Eng ,3029,neutral
609,1134808753553924096,@ankitsinghbeta @Raje_Radhey @7rick37 @EkThaEngg Incest stories bahut padhta hai radhey ji ka ladka,@\O ankitsinghbeta\Hin @\O Raje\Hin _\O Radhey\Eng @\O 7rick37\Eng @\O EkThaEngg\Eng Incest\Eng stories\Eng bahut\Hin padhta\Hin hai\Hin radhey\Hin ji\Hin ka\Hin ladka\Hin ,3035,neutral
610,1131889271357431808,@usamatahir717 World looks at you as a Rouge nation good for nothing ye hai tumhari Aukat. Your passport comes seco… https//t.co/ZjfVIjcDuH,@\O usamatahir717\Eng World\Eng looks\Eng at\Eng you\Eng as\Eng a\Eng Rouge\Eng nation\Eng good\Eng for\Eng nothing\Eng ye\Hin hai\Hin tumhari\Hin Aukat\Hin .\O Your\Eng passport\Eng comes\Eng seco\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O ZjfVIjcDuH\Hin ,3036,negative
611,1130868921215492096,@pawangreatt @Ramchandra791 Equality ke badle equality mang rhe hain,@\O pawangreatt\Eng @\O Ramchandra791\Eng Equality\Eng ke\Hin badle\Eng equality\Eng mang\Eng rhe\Hin hain\Hin ,3047,neutral
612,1133963110321143814,RT @ProKabaddi Line drawn game 🔛             Kuch yaad aaya? 😍 Panga lene ka waqt aa raha hai - are you ready for #VivoProKabaddi Season 7? The a…,RT\Eng @\O ProKabaddi\Hin Line\Hin drawn\Eng game\Eng 🔛\O Kuch\Hin yaad\Hin aaya\Hin ?\O 😍\EMT Panga\Hin lene\Hin ka\Hin waqt\Hin aa\Hin raha\Hin hai\Hin -\O are\Hin you\Hin ready\Hin for\Eng #\O VivoProKabaddi\Hin Season\Hin 7?\O The\Eng a\Eng …\O ,3051,neutral
613,1134559518589935628,@ZedGrrdaisy It's ok I fasted all days last year still Liverpool lost but I realised had we won we wud still have h… https//t.co/I05mbhrQBO,@\O ZedGrrdaisy\Hin It's\Hin ok\Hin I\Eng fasted\Eng all\Eng days\Eng last\Eng year\Eng still\Eng Liverpool\Eng lost\Eng but\Eng I\Eng realised\Eng had\Eng we\Eng won\Eng we\Eng wud\Eng still\Eng have\Eng h\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O I05mbhrQBO\Eng ,3053,neutral
614,1134157035203956737,@narendramodi Dil se khush hu sir aapke liye.. Humara desh surakshit haatho me hai.. All the very best sir..,@\O narendramodi\Hin Dil\Hin se\Hin khush\Hin hu\Hin sir\Hin aapke\Hin liye\Hin ..\O Humara\Hin desh\Hin surakshit\Hin haatho\Hin me\Hin hai\Hin ..\O All\Eng the\Eng very\Eng best\Eng sir\Eng ..\O ,3059,positive
615,1130871034297618442,Reporter Firdous ashiq awan aap k khilaaf buhat bol Rai hain Zardari abhi bolnay pae tax lagaa nai jab laggay g… https//tco/VbEy0UAkWs,Reporter\Eng Firdous\Hin ashiq\Hin awan\Hin aap\Hin k\Hin khilaaf\Hin buhat\Hin bol\Hin Rai\Hin hain\Hin Zardari\Hin abhi\Hin bolnay\Hin pae\Hin tax\Hin lagaa\Hin nai\Hin jab\Hin laggay\Hin g\Eng …\O https\Eng //\O tco\Eng /\O VbEy0UAkWs\Hin ,3063,neutral
616,1131895074789371904,RT @contrarianEPS L&T is back like 2014. 15% ke roce pe kitna growth kar lega yeh ;P,RT\Eng @\O contrarianEPS\Eng L\Eng &\O T\Eng is\Eng back\Eng like\Eng 2014.\O 15%\O ke\Hin roce\Hin pe\Hin kitna\Hin growth\Eng kar\Hin lega\Hin yeh\Hin ;\O P\Hin ,3070,positive
617,1133154789171245057,@RahulGandhi Rahul ji aap bohot bhole ho bohot sachche ho gandhiji ki tarha aap pure hindustan k dil me base ho pm… https//t    co/blgu6pJMSP,@\O RahulGandhi\Hin Rahul\Eng ji\Hin aap\Hin bohot\Hin bhole\Hin ho\Hin bohot\Hin sachche\Hin ho\Hin gandhiji\Hin ki\Hin tarha\Hin aap\Hin pure\Hin hindustan\Hin k\Hin dil\Hin me\Hin base\Hin ho\Hin pm\Eng …\O https\Eng //\O t\Eng co\Eng /\O blgu6pJMSP\Eng ,3071,neutral
618,1134906531110146049,@Virendr95094268 @Mithoon11 @itsBhushanKumar Osm song bdi muskil se mil rhe hai aajkal ache gane,@\O Virendr95094268\Eng @\O Mithoon11\Eng @\O itsBhushanKumar\Eng Osm\Eng song\Eng bdi\Hin muskil\Hin se\Hin mil\Hin rhe\Hin hai\Hin aajkal\Hin ache\Hin gane\Hin ,3075,neutral
619,1133324721578053633,@khude_ramkishan @Mohit58112831 @OddNaari @aajtak Padai likhai karna tumhara kam hai sarkar ka nahi 😡 jo layak hote… https//t.co/jZRe1L51rb,@\O khude\Hin _\O ramkishan\Eng @\O Mohit58112831\Eng @\O OddNaari\Eng @\O aajtak\Hin Padai\Hin likhai\Hin karna\Hin tumhara\Hin kam\Hin hai\Hin sarkar\Hin ka\Hin nahi\Hin 😡\EMT jo\Hin layak\Hin hote\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O jZRe1L51rb\Eng ,3079,neutral
620,1134717939280728065,RT @Phanerookampala FURTHER STUDY Daniel 124 Luke 1248 GOLDEN NUGGET Understand the times in which we are living child of God and p…,RT\Eng @\O Phanerookampala\Hin FURTHER\Eng STUDY\Eng Daniel\Eng 124\O Luke\Eng 1248\O GOLDEN\Hin NUGGET\Hin Understand\Eng the\Eng times\Eng in\Eng which\Eng we\Eng are\Eng living\Eng child\Eng of\Eng God\Eng and\Eng p\Eng …\O ,3084,neutral
621,1134012895266607104,She - me tmhra Kabhi Sath Nahi chodungi Me - mtlb She - #Pubg me BHi khelti hun,She\Eng -\O me\Eng tmhra\Hin Kabhi\Hin Sath\Hin Nahi\Hin chodungi\Hin Me\Hin -\O mtlb\Eng She\Hin -\O #\O Pubg\Eng me\Hin BHi\Hin khelti\Hin hun\Hin ,3094,neutral
622,1131537727671787522,#InspirationOfMillions @Gurmeetramrahim Good evening guru g     Bless us nd give us power 4 Sewa  Simran and Parmart… https//t    co/CRfyZSjYGB,#\O InspirationOfMillions\Eng @\O Gurmeetramrahim\Eng Good\Eng evening\Eng guru\Eng g\Eng Bless\Eng us\Hin nd\Eng give\Eng us\Eng power\Eng 4\O Sewa\Hin Simran\Eng and\Eng Parmart\Eng …\O https\Eng //\O t\Eng co\Hin /\O CRfyZSjYGB\Eng ,3100,neutral
623,1135109592063459328,@thecaravanindia 😃😃😃😃😃😃 hadd hai bhaisahab......kuch to journalism kr lo be kab tk modi modi krte rhoge,@\O thecaravanindia\Eng 😃😃😃😃😃😃\O hadd\Hin hai\Hin bhaisahab\Hin ......\O kuch\Hin to\Eng journalism\Eng kr\Eng lo\Eng be\Hin kab\Hin tk\Hin modi\Hin modi\Hin krte\Hin rhoge\Hin ,3106,neutral
624,1133940673101455360,@bhartiyenaaree @Ar_Y_K @RajivMessage @RahulGandhi @INCIndia @BJP4India Band baaje waale ki khud ki baji😜😜,@\O bhartiyenaaree\Hin @\O Ar\Hin _\O Y\Hin _\O K\Eng @\O RajivMessage\Eng @\O RahulGandhi\Eng @\O INCIndia\Eng @\O BJP4India\Eng Band\Hin baaje\Hin waale\Hin ki\Hin khud\Hin ki\Hin baji\Hin 😜😜\O ,3110,positive
625,1133872069756801027,@milisilichilli Hindu hamesha sota hi h. Bas asharam dyanand pandeynityanandgurmeet jaise Hindu babao ke rape k… https//t.co/jX6IbPfWtC,@\O milisilichilli\Hin Hindu\Hin hamesha\Hin sota\Hin hi\Eng h\Hin .\O Bas\Hin asharam\Hin dyanand\Eng pandeynityanandgurmeet\Hin jaise\Hin Hindu\Hin babao\Hin ke\Hin rape\Eng k\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O jX6IbPfWtC\Hin ,3111,neutral
626,1135109187359219712,Ramjan me islam valo ki chaddi tak ki checking ki jani chahiye.usake liye central se bhi order lena pate to police… https//t.co/uah3nJ8Qfu,Ramjan\Hin me\Hin islam\Hin valo\Hin ki\Hin chaddi\Hin tak\Hin ki\Hin checking\Hin ki\Hin jani\Hin chahiye\Hin .\O usake\Hin liye\Hin central\Eng se\Hin bhi\Hin order\Hin lena\Hin pate\Hin to\Eng police\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O uah3nJ8Qfu\Eng ,3113,positive
627,1134494955014017026,@preeti112019 Ghar ka TV bigad gaya hai 2 din se... Varna IndiaTV pe Modi ka Prachar sun leta... Big miss is cricket world cup...😀,@\O preeti112019\Eng Ghar\Eng ka\Hin TV\Hin bigad\Hin gaya\Hin hai\Hin 2\O din\Hin se\Hin ...\O Varna\Hin IndiaTV\Hin pe\Hin Modi\Hin ka\Hin Prachar\Hin sun\Hin leta\Hin ...\O Big\Eng miss\Eng is\Eng cricket\Eng world\Eng cup\Eng ...😀\O ,3119,neutral
628,1135187189216636928,@an_a_nd shikayat unse ki jaati hai jinse kuch expectations ho.. congress bjp to kisi ginti me hi nahi aate hamare… https//t.co/rMXJOohyR7,@\O an\Eng _\O a\Eng _\O nd\Hin shikayat\Hin unse\Hin ki\Hin jaati\Hin hai\Hin jinse\Hin kuch\Hin expectations\Eng ho\Eng ..\O congress\Eng bjp\Hin to\Hin kisi\Hin ginti\Hin me\Hin hi\Hin nahi\Hin aate\Hin hamare\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O rMXJOohyR7\Eng ,3124,negative
629,1134158908375756800,Happy bdday  @_i_Asif bhai 😉😉😁😀😀 Kafi late wish kia so sorry nd enjoy the rest of night 🤐🤐,Happy\Hin bdday\Hin @_\O i\Hin _\O Asif\Eng bhai\Hin 😉😉😁😀😀\O Kafi\Hin late\Hin wish\Eng kia\Eng so\Hin sorry\Hin nd\Eng enjoy\Eng the\Eng rest\Eng of\Eng night\Eng 🤐🤐\O ,3126,neutral
